ID,Group,Major,Turn,CI,V,R,Prompt
E020,High,Physics,5,L1,V0,R2,刚才问的波粒二象性，我反思了一下，其实我真正不懂的是“观测导致坍缩”这个说法，能再解释吗？
E021,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E021,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E021,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E021,High,Economics,4,L2,V1,R1,我的课题是“最低工资法对就业的影响”，请先帮我列出支持与反对两派的经典论文作者，我会自己去读。
E022,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E022,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E022,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E022,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E022,High,Electronic Eng,5,L1,V1,R1,我需要设计一个低功耗蓝牙模块的电路，先帮我列出需要的关键元件清单，我按清单准备。
E023,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E023,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E023,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E023,High,Literature,4,L2,V0,,写一段关于‘孤独’的排比句。
E023,High,Literature,5,L1,V0,R2,我发现自己写的排比句太生硬，刚才又改了一版，情感更自然了。你能再评价一下吗？
E024,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E024,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E024,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E024,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E024,High,Mathematics,5,L3,V2,R2,你给的特征值计算正确，但我发现你用的方法是直接解特征多项式，对于3x3矩阵太繁琐。我改用幂迭代法算了一遍，结果一致，但效率更高。
E024,High,Mathematics,6,L3,V2,R2,你给的微分方程解法中用了特征方程，但我用拉普拉斯变换得到不同结果。我两种都算了一遍，发现你漏了初始条件，请核对。
E025,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E025,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E025,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E025,High,Chemistry,4,L2,V2,R2,你解释的化学平衡我理解了，但我做了一个练习题发现答案不对，我把我写的步骤发给你，帮我看看哪里出错了。
E025,High,Chemistry,5,L1,V1,R3,你之前说苯环是单双键交替，但我在最新教材看到是离域大π键，我理解你的说法过时了，请更新。
E026,High,Biology,1,L1,V0,,解释光合作用的过程。
E026,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E026,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E026,High,Biology,4,L1,V1,,解释光合作用的过程。
E026,High,Biology,5,L1,V1,R1,我需要做一个“细胞分裂”的3D模型，请先帮我列出需要表示的结构（染色体、纺锤体等），我会自己建模。
E027,High,History,1,L1,V0,,列出甲午战争的主要战役。
E027,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E027,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E027,High,History,4,L1,V0,R3,你列出的甲午战争战役顺序有误，我对照了《中国近代史》修正了。以后请提供可靠来源。
E028,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E028,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E028,High,Computer Science,3,L2,V0,,如何优化这段SQL查询？先给我思路。
E028,High,Computer Science,4,L2,V2,R2,你给的SQL优化建议我试了，加了索引后查询从5秒降到0.1秒。你能解释一下B+树索引的原理吗？我理解了才能用好。
E029,High,Physics,1,L1,V0,,解释一下量子纠缠。
E029,High,Physics,2,L1,V0,,写出薛定谔方程。
E029,High,Physics,3,L1,V0,,光的波粒二象性是什么？
E029,High,Physics,4,L1,V1,,解释一下量子纠缠。
E029,High,Physics,5,L1,V0,R1,我计划用三天时间把量子力学基础搞懂，每天先问你五个概念，然后我自己做习题。
E030,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E030,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E030,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E030,High,Economics,4,L1,V0,R3,你解释的“边际效用递减”例子中，把“喝水”和“吃面包”混用了，逻辑不一致。我已自己改成了连续喝水的例子。
E031,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E031,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E031,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E031,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E031,High,Electronic Eng,5,L3,V2,R2,你给的555电路图我焊好后频率不对，我用示波器测了，实际只有800Hz。我怀疑是电容精度问题，已经换了CBB电容，你再帮我算一下理论值。
E032,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E032,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E032,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E032,High,Literature,4,L2,V0,,写一段关于‘孤独’的排比句。
E032,High,Literature,5,L3,V2,R2,你分析的《红楼梦》主题中，“色空观”很重要，但我发现后四十回的处理与判词矛盾。你能提供一些红学家的争论观点吗？
E033,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E033,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E033,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E033,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E033,High,Mathematics,5,L1,V0,R1,我接下来要复习线性代数，请你每天给我出一道证明题，我会自己写证明过程然后请你批改。
E033,High,Mathematics,6,L3,V2,R2,你给的特征值计算正确，但我发现你用的方法是直接解特征多项式，对于3x3矩阵太繁琐。我改用幂迭代法算了一遍，结果一致，但效率更高。
E034,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E034,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E034,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E034,High,Chemistry,4,L1,V1,R3,你之前说苯环是单双键交替，但我在最新教材看到是离域大π键，我理解你的说法过时了，请更新。
E034,High,Chemistry,5,L2,V2,R2,你给的氧化还原配平方法我试了，但遇到半反应有氧原子时不会配平。我查了资料发现要用H+/H2O法，你能示范一个例子吗？
E035,High,Biology,1,L1,V0,,解释光合作用的过程。
E035,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E035,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E035,High,Biology,4,L1,V1,,解释光合作用的过程。
E035,High,Biology,5,L2,V2,R2,你解释的有丝分裂和减数分裂区别我懂了，但我在显微镜下总是分不清。我总结了一个对比表，你帮我验证一下关键特征？
E036,High,History,1,L1,V0,,列出甲午战争的主要战役。
E036,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E036,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E036,High,History,4,L2,V0,R1,我要写一篇关于罗马帝国衰亡的essay，请你先帮我列出五个可能的原因，我会逐一查证。
E037,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E037,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E037,High,Computer Science,3,L2,V0,,解释一下什么是‘闭包’，写个例子。
E037,High,Computer Science,4,L1,V1,R3,你给的“闭包”例子中，变量作用域解释有误，我查了MDN文档后纠正了。以后请以标准文档为准。
E038,High,Physics,1,L1,V0,,解释一下量子纠缠。
E038,High,Physics,2,L1,V0,,写出薛定谔方程。
E038,High,Physics,3,L1,V0,,光的波粒二象性是什么？
E038,High,Physics,4,L1,V1,,解释一下量子纠缠。
E038,High,Physics,5,L1,V0,R2,我发现自己总是混淆“波函数”和“概率幅”，刚才又查了一下，现在清楚了：波函数的模平方才是概率。
E039,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E039,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E039,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E039,High,Economics,4,L2,V0,R1,我需要做一个关于“汇率与国际贸易”的实证分析，请先帮我列出需要的数据变量，我会自己去世界银行下载。
E040,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E040,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E040,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E040,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E040,High,Electronic Eng,5,L1,V1,R1,我的项目需要用到I2C通信，请先给出标准接线图和初始化代码框架，我按你的框架自己编写。
E041,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E041,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E041,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E041,High,Literature,4,L2,V0,,写一段关于‘孤独’的排比句。
E041,High,Literature,5,L1,V0,R2,我反思了我对“孤独”排比句的写作，其实真正缺乏的是具体意象，我已经加入“路灯”“影子”等，效果好多了。
E042,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E042,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E042,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E042,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E042,High,Mathematics,5,L3,V2,R2,你给的泰勒展开式我验算发现余项符号错了，我重新推导了拉格朗日余项，确认是正负号问题。谢谢指出。
E042,High,Mathematics,6,L1,V0,R1,我接下来要复习线性代数，请你每天给我出一道证明题，我会自己写证明过程然后请你批改。
E043,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E043,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E043,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E043,High,Chemistry,4,L2,V2,R2,你给的氧化还原配平方法我试了，但遇到半反应有氧原子时不会配平。我查了资料发现要用H+/H2O法，你能示范一个例子吗？
E043,High,Chemistry,5,L1,V1,R3,你写的苯的凯库勒结构没有标出氢原子，初学者容易误解。我已自己补全，下次请规范。
E044,High,Biology,1,L1,V0,,解释光合作用的过程。
E044,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E044,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E044,High,Biology,4,L1,V1,,解释光合作用的过程。
E044,High,Biology,5,L1,V1,R1,我计划做一个“酶活性实验”的预实验，请先帮我列出需要控制的变量（温度、pH等），我会自己设计对照组。
E045,High,History,1,L1,V0,,列出甲午战争的主要战役。
E045,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E045,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E045,High,History,4,L1,V0,R3,你提到的“杜鲁门主义”日期与我在《剑桥冷战史》读到的不一致，我已采用书本日期，请核实你的数据库。
E046,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E046,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E046,High,Computer Science,3,L2,V0,,递归和迭代哪个效率更高？能讲一下原理吗？
E046,High,Computer Science,4,L2,V2,R2,你给的递归与迭代比较我懂了，但我写了一个斐波那契数列，递归版本太慢。我改用动态规划后很快，你能讲讲记忆化搜索吗？
E047,High,Physics,1,L1,V0,,解释一下量子纠缠。
E047,High,Physics,2,L1,V0,,写出薛定谔方程。
E047,High,Physics,3,L1,V0,,光的波粒二象性是什么？
E047,High,Physics,4,L1,V1,,解释一下量子纠缠。
E047,High,Physics,5,L1,V0,R1,我决定先学完经典力学再进入量子力学，今天请你帮我规划一下学习路径。
E048,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E048,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E048,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E048,High,Economics,4,L1,V0,R3,你写的GDP计算公式中，净出口是出口减进口，你写反了。我已在我的笔记中更正。
E049,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E049,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E049,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E049,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E049,High,Electronic Eng,5,L3,V2,R2,你给的LM358电路在单电源下输出失真，我用双电源试了正常。我查了datasheet，原来LM358输出级不是轨到轨。你能推荐一个轨到轨的运放吗？
E050,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E050,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E050,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E050,High,Literature,4,L2,V0,,写一段关于‘孤独’的排比句。
E050,High,Literature,5,L2,V1,R1,我需要写一篇关于“《老人与海》中的象征主义”的论文，请先帮我列出三个主要的象征物（大海、鲨鱼、马林鱼），我会自己分析。
E051,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E051,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E051,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E051,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E051,High,Mathematics,5,L3,V2,R2,你给的泰勒展开式我验算发现余项符号错了，我重新推导了拉格朗日余项，确认是正负号问题。谢谢指出。
E052,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E052,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E052,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E052,High,Chemistry,4,L1,V1,R3,你写的苯的凯库勒结构没有标出氢原子，初学者容易误解。我已自己补全，下次请规范。
E052,High,Chemistry,5,L2,V2,R2,你解释的SN1和SN2区别我懂了，但我在做题时总是判断错误。我总结了一个判断流程，你帮我看看对不对？
E053,High,Biology,1,L1,V0,,解释光合作用的过程。
E053,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E053,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E053,High,Biology,4,L1,V1,,解释光合作用的过程。
E054,High,History,1,L1,V0,,列出甲午战争的主要战役。
E054,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E054,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E054,High,History,4,L2,V0,R1,我需要完成一个关于“冷战起源”的文献综述，请先帮我列出最重要的10篇英文文献，我会去学校数据库下载。
E055,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E055,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E055,High,Computer Science,3,L2,V0,,什么是RESTful API？请分步骤说明。
E056,High,Physics,1,L1,V0,,解释一下量子纠缠。
E056,High,Physics,2,L1,V0,,写出薛定谔方程。
E056,High,Physics,3,L1,V0,,光的波粒二象性是什么？
E056,High,Physics,4,L1,V1,,解释一下量子纠缠。
E056,High,Physics,5,L1,V0,R2,我刚才问的问题其实已经懂了，是我表述不清。重新整理后我想问的是：为什么电子自旋不是真的旋转？
E057,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E057,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E057,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E058,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E058,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E058,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E058,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E058,High,Electronic Eng,5,L1,V1,R1,我计划用ESP32做一个温湿度记录仪，请先给出系统框图和各模块选型建议，我会自己画PCB。
E059,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E059,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E059,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E059,High,Literature,4,L2,V0,,写一段关于‘孤独’的排比句。
E060,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E060,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E060,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E060,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E061,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E061,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E061,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E061,High,Chemistry,4,L2,V2,R2,你解释的SN1和SN2区别我懂了，但我在做题时总是判断错误。我总结了一个判断流程，你帮我看看对不对？
E061,High,Chemistry,5,L1,V1,R3,你写的化学平衡定义忽略了“动态”二字，容易误解。我已自行纠正。
E062,High,Biology,1,L1,V0,,解释光合作用的过程。
E062,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E062,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E062,High,Biology,4,L1,V1,,解释光合作用的过程。
E063,High,History,1,L1,V0,,列出甲午战争的主要战役。
E063,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E063,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E063,High,History,4,L1,V0,R3,你给的辛亥革命失败原因分析缺少“立宪派转向”这一点，我已补充到我的论文中。
E064,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E064,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E064,High,Computer Science,3,L2,V0,,如何优化这段SQL查询？先给我思路。
E065,High,Physics,1,L1,V0,,解释一下量子纠缠。
E065,High,Physics,2,L1,V0,,写出薛定谔方程。
E065,High,Physics,3,L1,V0,,光的波粒二象性是什么？
E065,High,Physics,4,L1,V1,,解释一下量子纠缠。
E065,High,Physics,5,L1,V0,R1,我接下来一周要复习相对论，请你每天出一个思考题，我自己做然后第二天和你讨论。
E066,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E066,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E066,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E067,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E067,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E067,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E067,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E067,High,Electronic Eng,5,L3,V2,R2,你给的Arduino代码中使用了delay，导致其他任务卡顿。我改用millis()实现了非阻塞，你看看逻辑对不对？
E068,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E068,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E068,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E068,High,Literature,4,L2,V0,,写一段关于‘孤独’的排比句。
E069,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E069,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E069,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E069,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E070,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E070,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E070,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E070,High,Chemistry,4,L1,V1,R3,你写的化学平衡定义忽略了“动态”二字，容易误解。我已自行纠正。
E070,High,Chemistry,5,L2,V2,R2,你教的配平方法我学会了，但我遇到一个高锰酸钾与草酸的反应，怎么也配不平。我尝试了半反应法，你帮我检查一下。
E071,High,Biology,1,L1,V0,,解释光合作用的过程。
E071,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E071,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E071,High,Biology,4,L1,V1,,解释光合作用的过程。
E072,High,History,1,L1,V0,,列出甲午战争的主要战役。
E072,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E072,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E072,High,History,4,L2,V0,R1,我想研究“郑和下西洋”的贸易影响，请你先帮我列出三个可能的研究角度，我会选一个深入。
E073,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E073,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E073,High,Computer Science,3,L2,V0,,解释一下什么是‘闭包’，写个例子。
E074,High,Physics,1,L1,V0,,解释一下量子纠缠。
E074,High,Physics,2,L1,V0,,写出薛定谔方程。
E074,High,Physics,3,L1,V0,,光的波粒二象性是什么？
E074,High,Physics,4,L1,V1,,解释一下量子纠缠。
E074,High,Physics,5,L1,V0,R2,我发现我之前问的量子纠缠问题其实源于误解了“非定域性”，现在理解了，谢谢。
E075,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E075,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E075,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E076,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E076,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E076,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E076,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E076,High,Electronic Eng,5,L1,V1,R1,我需要设计一个电源管理电路，输入5V输出3.3V和1.8V，请先推荐合适的LDO型号，我会自己看数据手册。
E077,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E077,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E077,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E077,High,Literature,4,L2,V0,,写一段关于‘孤独’的排比句。
E078,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E078,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E078,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E078,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E079,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E079,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E079,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E079,High,Chemistry,4,L2,V2,R2,你教的配平方法我学会了，但我遇到一个高锰酸钾与草酸的反应，怎么也配不平。我尝试了半反应法，你帮我检查一下。
E079,High,Chemistry,5,L1,V1,R3,你之前说“化学平衡常数只与温度有关”，我查了物理化学教材，压力对气体平衡常数也有影响（Kp与Kc区别）。请澄清。
E080,High,Biology,1,L1,V0,,解释光合作用的过程。
E080,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E080,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E080,High,Biology,4,L1,V1,,解释光合作用的过程。
E081,High,History,1,L1,V0,,列出甲午战争的主要战役。
E081,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E081,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E081,High,History,4,L1,V0,R3,你列出的甲午战争战役中，“黄海海战”的日期写错了，我已改成1894年9月17日。
E082,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E082,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E082,High,Computer Science,3,L2,V0,,递归和迭代哪个效率更高？能讲一下原理吗？
E083,High,Physics,1,L1,V0,,解释一下量子纠缠。
E083,High,Physics,2,L1,V0,,写出薛定谔方程。
E083,High,Physics,3,L1,V0,,光的波粒二象性是什么？
E083,High,Physics,4,L1,V1,,解释一下量子纠缠。
E083,High,Physics,5,L1,V0,R1,我计划做一个关于“多普勒效应”的科普视频，请你先帮我梳理出三个最有趣的应用案例。
E084,High,Economics,1,L1,V0,,解释一下‘边际效用递减’。
E084,High,Economics,2,L1,V0,,写出GDP的三种计算方法。
E084,High,Economics,3,L1,V0,,供求曲线移动如何影响均衡价格？分步骤说明。
E085,High,Electronic Eng,1,L1,V0,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E085,High,Electronic Eng,2,L1,V0,,写一段Arduino代码读取DHT11温湿度。
E085,High,Electronic Eng,3,L1,V0,,LM358音频放大电路图，直接给我。
E085,High,Electronic Eng,4,L1,V1,,给一个用555定时器产生1kHz方波的电路图，标出元件值。
E085,High,Electronic Eng,5,L3,V2,R2,你给的555电路输出频率不稳，我加了去耦电容后稳定了。但我发现温度变化时频率漂移，怎么补偿？
E086,High,Literature,1,L1,V0,,总结《红楼梦》的主题。
E086,High,Literature,2,L1,V0,,写一段关于‘孤独’的排比句。
E086,High,Literature,3,L1,V0,,分析林黛玉的性格特点，列出三点。
E086,High,Literature,4,L2,V0,,写一段关于‘孤独’的排比句。
E087,High,Mathematics,1,L1,V0,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E087,High,Mathematics,2,L1,V0,,"计算矩阵[[1,2],[3,4]]的特征值。"
E087,High,Mathematics,3,L1,V0,,解释一下泰勒展开的原理。
E087,High,Mathematics,4,L1,V1,,"求解微分方程：y'' + y = 0, y(0)=1, y'(0)=0。"
E088,High,Chemistry,1,L1,V0,,写出苯的凯库勒结构式。
E088,High,Chemistry,2,L1,V0,,什么是化学平衡？一句话解释。
E088,High,Chemistry,3,L1,V0,,如何配平氧化还原反应？步骤是什么？
E088,High,Chemistry,4,L1,V1,R3,你之前说“化学平衡常数只与温度有关”，我查了物理化学教材，压力对气体平衡常数也有影响（Kp与Kc区别）。请澄清。
E088,High,Chemistry,5,L2,V2,R2,你解释的苯环结构我理解了，但我不知道为什么苯的亲电取代反应是邻对位定位。我查了共振论，你帮我总结一下？
E089,High,Biology,1,L1,V0,,解释光合作用的过程。
E089,High,Biology,2,L1,V0,,DNA转录和翻译的区别是什么？
E089,High,Biology,3,L1,V0,,有丝分裂和减数分裂的区别？列表说明。
E089,High,Biology,4,L1,V1,,解释光合作用的过程。
E090,High,History,1,L1,V0,,列出甲午战争的主要战役。
E090,High,History,2,L1,V0,,秦始皇统一六国的顺序是什么？
E090,High,History,3,L1,V0,,分析辛亥革命失败的原因。
E090,High,History,4,L2,V0,R1,我的课题是“丝绸之路上的技术交流”，请先帮我列出5种从中国传到西方的技术，我会自己找原始文献。
E091,High,Computer Science,1,L1,V0,,写一段Python代码实现快速排序。
E091,High,Computer Science,2,L1,V0,,给我一个爬取网页图片的完整脚本。
E091,High,Computer Science,3,L2,V0,,什么是RESTful API？请分步骤说明。
E092,High,Physics,1,L1,V0,,解释一下量子纠缠。
E092,High,Physics,2,L1,V0,,写出薛定谔方程。
E092,High,Physics,3,L1,V0,,光的波粒二象性是什么？
