ID,性别,年级,专业,使用时长,主要使用场景,使用态度,提问能力,信息核实,效率提升,使用ChatGPT_闭卷课程,使用ChatGPT_闭卷成绩,使用ChatGPT_开卷课程,使用ChatGPT_开卷成绩,不使用ChatGPT_闭卷课程,不使用ChatGPT_闭卷成绩,不使用ChatGPT_开卷课程,不使用ChatGPT_开卷成绩,学习渠道_1,学习渠道_2,学习渠道_3,学习渠道_4,学习渠道_5,Q15_知识联系,Q16_减轻负担,Q17_反思方法,Q18_批判审视,Q19_问题解决,Q20_深度思考,Q21_主动查证,Q22_激发创意,Q23_信息素养,Q24_掌控感,Q25_胜任感,Q26_归属感,Q27_兴趣提升,Q28_减轻焦虑,Q29_依赖内疚,Q30_担心落后,Q31_探索乐趣,Q32_弥补漏洞,Q33_个性化,Q34_情感不可替代,Q35_教学方法改革,Q36_融入课堂,Q37_注重过程,Q38_角色转变,Q39_担心关注减少,Q40_利大于弊,Q41_平衡使用,Q42_职业重要,Q43_隐私担忧,Q44_制定规则,Q45_支持课程,Q46_减少讨论,Q47_促进公平,Q48_加剧不平等,Q49_驾驭AI,Q50_未来乐观,Q51_思维不可替代,使用时长_数值,使用态度_数值,提问能力_数值,信息核实_数值,效率提升_数值,认知特质,动机特质,教学特质,综合特质
RESP_6922,男,2021级及以前,数学与统计类,中等使用（8-15小时）,编程辅助与代码调试,比较积极,一般,有时会,提升非常大,古典文献学,82,传播心理学,90,世界历史概论,87,公共演讲,86,0,1,0,1,0,E,D,C,E,D,E,A,E,E,D,C,D,A,D,B,C,C,B,B,A,A,B,D,A,B,E,D,E,D,C,C,D,D,C,E,E,E,3,4,3,3,5,1.630411504,0.146224421,-0.760360504,1.153672636
RESP_6923,男,2023级,外语类,中等使用（8-15小时）,文本润色、翻译与内容总结,非常积极,非常弱,有时会,提升较大,复变函数,79,精算学基础,87,实变函数,82,统计软件应用,85,0,0,1,0,1,D,C,D,D,D,E,C,E,E,A,D,E,E,D,D,E,C,A,C,A,B,B,D,B,C,A,C,B,C,A,C,B,B,B,A,A,B,3,5,1,3,4,1.109962824,1.25422658,-1.03178533,-0.99037067
RESP_6924,男,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,频繁使用（16小时以上）,解答课程疑难问题,中立,比较弱,很少会,一般,语法理论,71,外语影视配音,79,语言学概论,75,外语戏剧表演,77,1,1,0,1,1,C,E,C,C,C,E,E,C,C,E,C,A,C,B,B,C,B,C,B,B,C,E,C,B,A,A,C,A,C,D,D,B,A,C,C,A,B,4,3,2,2,3,0.734077564,-0.792665074,-0.367155715,-1.263045855
RESP_6925,男,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,频繁使用（16小时以上）,编程辅助与代码调试,非常积极,非常强,从不,一般,社会调查研究方法,83,公共关系学,90,市场营销学,85,品牌管理,87,1,0,1,0,0,C,E,E,D,D,E,D,D,E,D,A,E,E,C,D,B,E,B,B,E,B,D,E,C,B,B,D,E,D,D,C,C,C,D,D,D,D,4,5,5,1,3,1.213589674,2.099457383,0.227059855,0.853719118
RESP_6926,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,解答课程疑难问题,比较积极,一般,总是会,提升较大,自动控制原理,80,可持续工程,88,电子技术,86,质量控制,88,1,1,0,1,0,D,B,B,B,D,A,A,D,C,E,C,D,D,D,A,C,D,D,C,D,C,A,E,E,C,B,B,A,E,A,B,C,A,C,A,D,B,4,4,3,5,4,0.003950055,0.889722359,0.710304542,-0.804705478
RESP_6927,男,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,搜集和概括文献资料,比较积极,非常强,经常会,一般,拓扑学,86,图论及其应用,95,泛函分析,93,数学史,92,1,0,1,1,1,E,D,E,E,D,E,D,D,E,C,B,C,D,C,B,D,E,D,E,E,D,C,E,A,D,B,B,A,C,D,A,E,D,C,C,C,E,3,4,5,4,3,1.42050479,0.13398953,2.209089345,-0.020464833
RESP_6928,女,2024级,生化环材类（包含环境工程、化学、生物学、材料等）,频繁使用（16小时以上）,解答课程疑难问题,非常积极,非常强,很少会,提升非常大,材料科学基础,76,药物分析,84,遗传学,81,科技论文写作,83,1,0,0,0,1,C,D,B,B,A,B,C,B,B,A,D,B,D,A,B,C,C,E,E,E,A,D,E,E,E,A,D,E,C,C,C,B,E,D,B,C,D,4,5,5,2,5,-1.155607872,-0.989085252,2.229804251,0.893747722
RESP_6929,男,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,比较强,经常会,提升较大,语用学,88,外语国家概况,95,词汇学,91,外语媒体研究,92,1,1,0,1,1,E,E,E,D,E,E,C,E,D,C,C,D,C,C,E,E,C,B,C,B,C,B,B,E,C,D,E,D,C,E,D,B,E,E,E,D,E,3,5,4,4,4,1.98782089,0.719343181,-0.081303862,1.361489872
RESP_6930,女,2021级及以前,数学与统计类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,比较消极,一般,从不,提升较大,翻译理论与实践,90,外语国家概况,97,外语教学法,94,外语文学鉴赏,92,1,1,0,1,0,E,E,D,D,A,E,E,E,E,B,C,D,C,B,B,B,B,C,D,B,D,C,E,B,C,E,E,E,D,D,E,D,C,C,D,E,B,4,2,3,1,4,3.39367824,0.238649371,0.046302659,1.491760093
RESP_6931,女,2023级,数学与统计类,较少使用（1-7小时）,搜集和概括文献资料,比较积极,比较强,有时会,提升非常大,数据库原理,76,人工智能导论,83,计算机组成原理,79,云计算基础,81,1,1,1,0,1,A,B,C,B,A,C,A,A,C,C,C,D,D,D,B,C,D,B,C,D,B,A,D,D,D,E,E,A,C,B,B,B,B,B,D,C,B,2,4,4,3,5,-1.22889906,0.002430789,-0.181637813,-0.548182193
RESP_6932,女,2023级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,中立,比较强,从不,一般,电路原理,82,工程经济学,90,工程数学,86,科技创新方法,87,1,0,1,1,1,C,C,D,D,C,D,D,B,D,B,A,B,C,A,A,B,C,A,D,C,C,B,C,C,D,C,B,A,C,B,A,C,C,B,A,C,A,3,3,4,1,3,0.783510145,-1.147767487,0.220846626,-0.554811208
RESP_6933,男,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,非常积极,比较强,很少会,一般,线性代数,88,精算学基础,95,抽象代数,91,数学建模,92,1,1,1,0,1,C,E,C,D,B,D,C,C,D,B,C,C,E,B,D,B,C,C,A,D,D,B,B,C,A,B,D,C,D,C,D,C,B,C,C,B,B,4,5,4,2,3,-0.067944963,0.379060458,0.349816828,0.193944087
RESP_6934,女,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,一般,有时会,提升较小,商法,82,消费者行为学,90,市场营销学,88,投资学,89,1,0,1,0,1,B,D,C,A,C,D,B,C,B,C,E,E,B,C,B,B,E,B,D,D,E,E,C,E,D,B,A,A,A,A,A,A,A,A,A,A,A,3,5,3,3,2,-0.389221913,0.323200475,1.017104582,-2.421088997
RESP_6935,男,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,搜集和概括文献资料,比较积极,比较强,有时会,提升较大,电磁场与电磁波,80,可持续工程,88,自动控制原理,86,机器人技术基础,87,0,1,1,1,0,E,C,B,D,A,C,D,D,C,B,C,C,D,B,C,D,C,D,C,A,D,C,B,B,C,E,E,E,E,E,D,D,A,D,E,D,E,3,4,4,3,4,0.003618953,0.195130645,0.454730466,1.711395642
RESP_6936,女,2024级,数学与统计类,中等使用（8-15小时）,解答课程疑难问题,非常积极,比较强,有时会,提升非常大,实变函数,81,金融数学,90,概率论与数理统计,88,时间序列分析,88,0,1,0,1,0,A,B,D,D,D,C,E,C,C,B,C,C,D,C,D,E,C,D,E,E,E,D,C,A,E,B,C,C,D,D,B,C,D,D,D,C,D,3,5,4,3,5,-0.075309653,1.055264365,0.950153582,-0.058872907
RESP_6937,女,2024级,数学与统计类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,非常积极,比较强,很少会,提升较大,史学理论与方法,81,跨文化沟通,89,中国哲学史,84,文化遗产保护,86,1,0,1,0,1,A,B,A,A,B,A,E,A,A,E,D,E,E,E,D,E,E,B,D,B,C,B,D,C,C,B,D,B,C,D,B,C,B,A,C,D,B,4,5,4,2,4,-1.540658879,2.251085982,0.231349612,0.201009833
RESP_6938,男,2023级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,中立,非常强,从不,提升较大,社会调查研究方法,82,金融市场学,89,宏观经济学,85,社会心理学,86,1,0,1,1,1,B,E,B,D,C,C,D,D,A,C,C,E,C,C,C,D,B,C,E,C,D,A,D,C,E,B,B,C,D,E,C,D,C,B,C,D,C,3,3,5,1,4,0.089794084,-0.223690323,-0.441690738,0.227461029
RESP_6939,男,2022级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,非常积极,一般,很少会,一般,外国文学史,89,外语演讲与辩论,97,语法理论,93,外语写作技巧,92,0,1,1,0,0,C,A,C,D,C,D,B,D,C,E,E,E,D,C,E,D,D,A,A,C,A,B,C,A,A,B,B,B,B,B,D,E,A,C,B,B,C,4,5,3,2,3,0.06798121,2.611059298,-2.439183356,-0.454886136
RESP_6940,女,2022级,外语类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,非常积极,比较强,总是会,提升较大,市场营销学,81,投资学,89,经济法,88,品牌管理,88,1,1,1,1,0,D,D,B,D,B,C,B,B,D,E,D,D,D,E,C,E,E,D,D,E,E,E,E,E,D,A,D,D,D,D,D,E,E,D,C,E,B,4,5,4,5,4,0.114485507,1.618515654,1.751891974,0.76811884
RESP_6941,男,2022级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,比较弱,总是会,一般,语言测试学,86,外语写作技巧,93,高级英语,90,商务外语,91,1,0,1,1,1,D,E,E,E,C,D,D,C,C,E,E,E,A,E,E,E,E,C,A,C,D,E,C,A,D,C,C,B,C,D,C,E,D,C,B,D,D,3,4,2,5,3,0.968650786,-1.142580505,-0.122356449,0.122906116
RESP_6942,男,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,解答课程疑难问题,比较消极,一般,有时会,提升非常大,词汇学,86,影视翻译,93,语用学,90,外语影视配音,90,0,1,1,1,1,C,E,D,E,E,E,E,C,E,B,A,B,B,B,B,A,C,B,C,A,C,C,B,E,A,D,B,C,B,A,A,C,B,D,B,A,B,2,2,3,3,5,1.291608087,-0.910264314,-0.534589475,-0.070974941
RESP_6943,男,2021级及以前,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,解答课程疑难问题,非常积极,一般,经常会,提升较大,化工原理,79,药物化学,86,材料科学基础,82,科技论文写作,83,1,0,1,1,0,E,D,B,C,B,B,B,C,A,A,E,E,E,E,A,E,E,C,C,C,E,B,D,E,C,A,A,A,B,A,A,B,A,A,B,C,A,4,5,3,4,4,-0.855128691,-0.836933717,0.986099319,-1.78412695
RESP_6944,男,2021级及以前,人文与艺术类（含文学、历史、哲学、新闻等）,几乎不用（少于1小时）,文本润色、翻译与内容总结,比较消极,比较强,从不,没有提升,民法总论,82,公共关系学,90,市场营销学,86,社会心理学,87,0,1,0,1,0,A,A,B,B,C,B,B,A,C,B,A,A,B,B,C,C,B,D,D,D,E,E,C,C,A,D,D,D,B,C,C,C,C,D,C,D,C,1,2,4,1,1,-1.040036208,-1.235048074,1.107355706,0.348592615
RESP_6945,男,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,频繁使用（16小时以上）,搜集和概括文献资料,比较积极,非常强,很少会,一般,泛函分析,82,运筹学,90,数值分析,85,多元统计分析,87,1,1,1,0,1,E,D,C,E,D,E,D,D,D,C,B,A,C,B,D,C,B,D,E,D,E,C,E,E,B,A,C,C,C,C,B,B,D,C,B,D,D,4,4,5,2,3,0.583146951,0.249917433,1.436005533,-0.086752404
RESP_6946,男,2023级,外语类,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较积极,一般,很少会,提升较小,史学理论与方法,89,跨文化沟通,97,文化研究导论,95,传播心理学,92,0,1,1,0,0,A,C,A,B,A,C,D,C,C,A,D,A,C,B,D,A,D,C,C,C,E,D,D,C,E,C,D,C,E,C,C,E,C,C,C,C,E,2,4,3,2,2,-0.362593039,-0.065387146,0.67532188,0.247503002
RESP_6947,女,2022级,外语类,频繁使用（16小时以上）,文本润色、翻译与内容总结,中立,非常强,很少会,提升较大,机械设计基础,81,3D打印技术,88,流体力学,83,工程项目管理,85,0,1,1,1,1,E,B,E,D,C,E,B,C,B,D,D,D,C,E,B,D,B,B,E,D,D,E,C,E,C,B,A,C,B,A,A,C,B,A,B,B,B,4,3,5,2,4,0.273852948,1.084870485,1.092063295,-1.001321732
RESP_6948,女,2023级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,非常强,有时会,一般,外国文学史,77,外语歌曲赏析,86,第二语言习得,82,外语国家概况,85,0,1,1,1,1,C,D,E,E,D,E,E,E,E,D,E,E,E,E,D,D,D,D,E,E,D,D,C,C,B,B,D,B,C,A,C,B,C,C,B,D,D,3,5,5,3,3,1.100458128,1.532164765,0.85240571,-0.240095334
RESP_6949,女,2024级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,文本润色、翻译与内容总结,中立,比较弱,有时会,一般,离散数学,80,自然语言处理,88,操作系统,86,信息安全概论,87,0,1,0,0,1,B,B,A,B,C,C,B,A,E,A,C,D,B,D,D,B,C,C,C,E,D,D,D,D,C,B,C,B,D,B,C,D,C,A,C,C,A,3,3,2,3,3,-0.957407635,0.093909982,0.747831886,-0.32271999
RESP_6950,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较积极,一般,有时会,没有提升,工程数学,84,工程经济学,92,自动控制原理,89,机器人技术基础,88,1,0,0,0,1,A,B,B,B,C,A,E,A,C,A,C,A,A,A,B,A,A,C,C,A,B,D,C,D,B,B,C,A,B,A,D,A,A,B,A,B,C,2,4,3,3,1,-1.013886009,-1.551647021,-0.248755484,-0.392455524
RESP_6951,女,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较积极,比较弱,有时会,提升较大,有机化学,82,科技论文写作,90,环境工程原理,85,环境与健康,87,1,1,1,1,0,C,B,C,C,B,A,B,C,D,E,E,C,D,E,A,D,E,D,B,A,A,A,C,B,B,E,E,D,D,E,E,E,D,D,D,B,C,2,4,2,3,4,-0.782292191,1.68990147,-0.936392839,1.402929721
RESP_6952,女,2022级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,解答课程疑难问题,比较积极,一般,经常会,一般,语言学概论,86,外语国家概况,93,外国文学史,88,外语歌曲赏析,90,0,0,0,1,1,C,E,D,D,C,C,C,E,E,D,D,D,E,E,B,C,B,B,C,C,C,C,C,D,D,A,B,A,B,B,A,C,C,C,C,A,A,3,4,3,4,3,0.734497316,0.418064488,0.020296952,-1.006189643
RESP_6953,男,2023级,经管与社科类（含经济、管理、法律、社会学等）,几乎不用（少于1小时）,解答课程疑难问题,非常积极,比较强,经常会,提升较大,社会学理论,85,国际贸易实务,93,社会调查研究方法,91,消费者行为学,91,1,1,1,0,1,C,B,B,A,B,A,A,A,A,B,C,B,C,C,A,C,A,B,C,D,C,B,B,B,A,B,C,C,E,A,C,C,B,B,B,B,D,1,5,4,4,4,-0.919616806,0.506704295,-1.163290091,-0.27332185
RESP_6954,男,2024级,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较积极,一般,从不,没有提升,文化研究导论,89,传播心理学,96,古典文献学,92,新媒体研究,92,1,1,1,0,1,E,C,C,D,E,B,B,C,C,B,E,A,D,C,C,D,B,B,C,C,C,B,C,D,B,C,B,C,C,B,B,B,B,B,C,B,B,2,4,3,1,1,0.411411801,-0.919053171,0.281266135,-0.411438543
RESP_6955,男,2024级,外语类,频繁使用（16小时以上）,文本润色、翻译与内容总结,非常积极,一般,很少会,提升非常大,商法,76,公共关系学,84,管理学原理,82,合同法实务,83,1,1,1,0,1,E,C,D,C,A,B,E,C,E,A,D,D,C,C,C,C,B,B,B,B,B,E,B,B,E,D,E,D,E,D,D,E,E,E,A,E,D,4,5,3,2,5,1.536768864,0.42840573,-0.068998948,1.058822433
RESP_6956,女,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,中立,比较强,总是会,一般,化工原理,81,食品科学,89,物理化学,86,生物技术导论,87,1,0,0,0,1,C,B,A,C,B,A,B,D,A,B,D,C,C,C,B,C,D,D,E,B,C,D,B,E,D,E,C,C,E,D,C,C,C,D,D,C,E,2,3,4,5,3,-1.010169382,-0.197915209,0.920442571,0.357768538
RESP_6957,女,2022级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,中立,比较强,有时会,提升非常大,组织行为学,80,消费者行为学,89,管理学原理,87,公共关系学,88,0,0,1,1,1,D,D,C,C,C,B,B,D,E,B,A,D,B,B,D,C,A,C,E,D,D,E,D,E,B,A,E,C,A,A,A,A,B,A,A,A,A,3,3,4,3,5,0.577568804,-0.527654792,1.084150291,-1.524245212
RESP_6958,女,2023级,外语类,频繁使用（16小时以上）,编程辅助与代码调试,比较积极,一般,经常会,提升较大,文艺理论,84,纪录片研究,92,传播学理论,90,媒介素养,91,1,0,1,0,1,B,C,E,E,D,A,C,E,D,B,D,C,A,D,B,A,B,E,E,E,E,E,D,E,D,E,E,D,E,D,C,E,C,D,D,C,C,4,4,3,4,4,1.240446802,-0.410724317,1.146130625,1.278518452
RESP_6959,男,2024级,数学与统计类,较少使用（1-7小时）,搜集和概括文献资料,非常积极,一般,有时会,提升非常大,自动控制原理,92,机器人技术基础,98,电磁场与电磁波,95,工程经济学,92,1,1,0,1,1,C,E,C,E,E,D,E,E,D,D,E,C,E,B,D,E,E,E,C,D,C,C,E,D,D,D,E,D,E,D,D,E,E,E,E,E,E,2,5,3,3,5,1.503168894,1.249367386,0.729583276,1.933969689
RESP_6960,女,2022级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,编程辅助与代码调试,比较积极,非常强,很少会,提升较大,翻译理论与实践,83,外语国家概况,92,第二语言习得,89,外语媒体研究,90,1,0,0,0,1,B,C,B,B,C,B,C,B,A,E,E,E,D,D,E,D,E,C,E,C,C,B,A,D,D,A,B,B,A,D,B,B,D,B,B,A,C,3,4,5,2,4,-0.176536243,1.942338544,-0.490574969,-0.71091178
RESP_6961,女,2024级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,解答课程疑难问题,非常积极,一般,经常会,没有提升,西方哲学史,77,艺术批评,84,世界历史概论,81,新媒体研究,82,0,1,1,0,1,D,D,E,D,D,E,E,E,E,E,D,E,E,D,C,D,E,D,B,B,B,C,A,A,C,C,B,D,C,C,E,D,C,C,B,C,B,3,5,3,4,1,2.128365849,1.257156177,-0.652775629,0.040713312
RESP_6962,女,2024级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,编程辅助与代码调试,比较积极,一般,很少会,提升较大,电路原理,73,机器人技术基础,82,工程数学,79,工程伦理,81,0,1,1,1,1,E,E,E,E,E,E,E,D,E,D,C,C,E,D,E,D,E,A,C,C,B,A,C,C,A,B,E,C,E,D,B,E,C,D,B,B,D,4,4,3,2,4,1.746753507,1.5007054,-0.622015534,0.30546951
RESP_6963,女,2024级,外语类,中等使用（8-15小时）,解答课程疑难问题,比较积极,比较强,从不,提升较大,偏微分方程,75,多元统计分析,83,复变函数,78,优化方法,81,0,0,1,0,1,D,C,D,E,C,E,A,C,C,D,D,D,C,B,D,B,C,D,E,E,D,D,C,D,D,B,E,D,D,E,E,B,C,E,E,C,D,3,4,4,1,4,1.1871258,0.010719126,0.400999052,1.357687528
RESP_6964,女,2021级及以前,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,解答课程疑难问题,非常积极,非常强,很少会,提升较大,物理化学,76,实验室安全与管理,85,细胞生物学,82,生态保护,84,1,0,1,0,0,D,D,E,E,D,C,D,E,D,C,E,C,D,D,C,D,E,C,C,D,E,E,A,D,C,E,D,D,B,C,D,E,C,D,D,E,B,4,5,5,2,4,1.276660229,0.447081619,1.160819838,0.836720395
RESP_6965,男,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,非常消极,比较强,有时会,提升较小,无机化学,88,环境法学,96,遗传学,91,食品科学,92,0,1,1,0,0,C,D,C,E,D,D,D,D,D,B,B,B,C,A,C,B,D,C,B,C,E,D,C,D,A,D,C,C,E,B,D,D,E,D,B,C,B,4,1,4,3,2,0.566029564,-0.702518649,0.500143043,0.301960654
RESP_6966,女,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,解答课程疑难问题,非常积极,非常弱,有时会,没有提升,社会调查研究方法,86,投资学,93,商法,90,领导力开发,90,1,0,0,1,1,D,C,C,B,C,C,B,D,C,C,A,C,C,B,C,D,C,C,B,D,D,C,B,D,C,C,C,C,C,B,C,B,C,D,C,C,B,2,5,1,3,1,0.157208407,-0.664146813,-0.136807846,0.024322945
RESP_6967,女,2021级及以前,外语类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,非常消极,比较强,很少会,提升非常大,微生物学,84,生物信息学,91,环境工程原理,88,环境与健康,88,1,1,1,1,0,C,D,E,E,C,E,E,E,E,A,B,A,B,B,B,A,B,E,C,C,C,B,B,C,D,C,B,D,C,C,D,A,B,D,B,D,C,4,1,4,2,5,1.586021883,-1.377722083,0.026323501,0.236859733
RESP_6968,男,2023级,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,编程辅助与代码调试,比较积极,一般,从不,提升较小,物理化学,81,食品科学,90,细胞生物学,87,纳米材料导论,89,1,0,1,1,0,C,D,D,D,E,D,B,E,D,A,D,C,A,B,B,B,B,C,D,C,A,C,B,D,C,E,D,E,E,D,E,E,E,C,E,C,E,2,4,3,1,2,0.321164887,-0.664036777,0.390381181,1.112777523
RESP_6969,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,搜集和概括文献资料,非常积极,比较强,从不,提升较小,民法总论,85,消费者行为学,92,宏观经济学,88,人力资源管理,89,0,1,1,1,0,D,C,E,C,D,E,D,C,E,E,E,E,E,E,E,D,E,C,C,B,B,B,C,C,C,B,D,B,D,B,C,B,B,A,B,B,C,2,5,4,1,2,1.189927171,2.02047439,-0.180941597,-0.840379235
RESP_6970,女,2024级,物理与工程类（含物理、机械、电子、电气等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较积极,比较强,有时会,提升非常大,工程数学,78,工程经济学,85,热力学与统计物理,81,工程项目管理,82,1,1,0,1,0,A,A,C,C,D,C,D,B,C,E,D,C,D,E,E,C,C,D,C,D,C,C,E,C,D,E,C,E,E,D,B,E,C,E,E,C,E,2,4,4,3,5,-0.357907573,1.448496521,0.542980481,2.265009925
RESP_6971,男,2023级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,编程辅助与代码调试,比较积极,一般,经常会,提升较大,离散数学,79,云计算基础,87,数据库原理,83,数据可视化,86,1,0,0,0,1,A,A,D,C,B,C,B,E,B,D,D,C,A,D,B,C,B,D,E,D,E,E,E,E,E,B,E,C,E,E,E,D,E,D,D,B,E,3,4,3,4,4,-0.210859247,-0.260901373,2.18293393,1.709348068
RESP_6972,男,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,解答课程疑难问题,非常消极,比较强,很少会,提升较大,高等数学,90,数据科学导论,95,复变函数,91,金融数学,92,0,1,1,1,1,B,D,D,D,D,D,E,C,E,B,A,B,A,A,A,A,A,D,C,E,D,E,E,C,E,A,D,C,D,C,B,D,C,A,A,B,B,3,1,4,2,4,1.210596894,-2.132955592,1.805841187,-0.24366143
RESP_6973,女,2021级及以前,外语类,较少使用（1-7小时）,解答课程疑难问题,中立,一般,从不,没有提升,电磁场与电磁波,76,新能源技术,85,热力学与统计物理,82,智能制造导论,83,0,1,1,0,0,B,C,C,E,D,D,C,D,B,C,B,B,C,D,D,B,C,D,C,B,E,C,C,B,C,A,A,A,A,A,E,B,A,E,A,A,A,2,3,3,1,1,0.399873625,0.180214737,0.469568826,-2.173428192
RESP_6974,男,2022级,数学与统计类,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,一般,有时会,提升较大,电路原理,88,工业设计,96,电子技术,91,智能制造导论,92,1,0,1,0,0,A,C,E,C,B,B,C,B,C,C,E,E,B,D,C,C,C,A,D,D,D,D,C,C,C,A,A,A,A,D,B,A,C,D,B,B,B,4,4,3,3,4,-0.601837736,1.189554522,0.092081096,-1.075375227
RESP_6975,女,2023级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,非常弱,很少会,提升非常大,市场营销学,80,消费者行为学,88,会计学原理,85,创新创业管理,87,0,1,0,1,0,A,E,E,A,E,E,E,E,A,D,D,C,E,D,C,C,C,B,C,E,D,A,C,B,C,D,A,B,D,E,C,D,C,C,D,D,B,3,4,1,2,5,-0.907121791,1.115277499,-0.048171769,0.982614141
RESP_6976,男,2024级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,非常积极,比较强,经常会,提升较小,市场营销学,87,投资学,95,社会调查研究方法,91,社会心理学,92,0,0,1,1,1,E,E,E,E,E,D,E,E,E,D,E,E,E,D,E,D,E,D,B,D,C,B,A,A,C,D,D,C,D,D,B,B,A,E,C,D,D,4,5,4,4,2,3.25071215,1.115187724,-0.253859648,0.212173225
RESP_6977,女,2023级,数学与统计类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,比较强,很少会,提升较大,古典文献学,89,传播心理学,97,世界历史概论,93,创意写作,92,0,0,1,1,1,C,B,D,B,B,C,B,D,A,B,A,B,C,C,A,B,A,A,A,B,C,C,B,B,B,B,C,C,D,B,D,D,C,C,C,D,C,3,5,4,2,4,-0.366958378,-1.02306251,-0.914411012,-0.403057934
RESP_6978,女,2024级,外语类,频繁使用（16小时以上）,文本润色、翻译与内容总结,非常积极,比较强,很少会,提升非常大,语言测试学,79,商务外语,86,词汇学,82,外语国家概况,84,1,1,0,1,0,A,A,B,A,A,B,B,C,B,A,C,C,B,B,C,D,D,D,A,C,C,E,E,B,D,E,C,D,C,E,E,E,E,D,E,E,E,4,5,4,2,5,-0.918900044,0.749158009,0.348507792,1.550561718
RESP_6979,女,2024级,外语类,中等使用（8-15小时）,解答课程疑难问题,中立,一般,总是会,提升非常大,物理化学,89,药物化学,97,有机化学,93,药物分析,92,0,0,1,1,0,A,C,C,A,B,B,A,B,B,A,C,A,A,A,B,A,B,B,B,B,D,E,B,E,B,E,E,B,D,D,E,C,C,C,D,E,E,3,3,3,5,5,-0.836329759,-1.12125173,-0.376736223,0.364339106
RESP_6980,女,2021级及以前,数学与统计类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,比较积极,非常强,很少会,一般,编译原理,79,云计算基础,87,数据库原理,85,大数据技术,86,1,0,0,0,1,E,C,E,C,B,A,D,E,D,C,D,D,E,D,C,D,E,C,C,A,D,D,D,D,A,D,D,C,C,B,E,C,C,B,D,C,D,4,4,5,2,3,0.600059878,0.711670486,0.97837502,0.167514187
